""	"SRR7170030"	"SRR7170031"	"SRR7170032"	"SRR7170033"	"SRR7170034"	"SRR7170035"
"Nup188"	1270	1459	1645	1270	1377	1823
"Nup205"	1303	1925	1996	1310	1527	1698
"Nup210"	1729	2518	2820	1305	1377	1943
"Nup210l"	3	6	23	13	0	2
"Nup214"	1018	986	1083	948	909	927
"Nup35"	709	899	671	570	890	972
"Nup37"	1869	1663	1121	818	816	1340
"Nup42"	296	387	274	354	262	386
"Nup43"	1695	1629	1460	926	1016	1458
"Nup50"	2753	2093	2217	1817	1825	2017
"Nup50l"	0	0	0	0	0	0
"Nup54"	1869	1450	1559	1217	1038	1518
"Nup58"	2214	1966	2001	1282	1773	1888
"Nup62"	4675	4682	3647	2739	3309	4272
"Nup62cl"	15	29	21	23	21	17
"Nup85"	4040	3485	3288	1835	2077	2648
"Nup88"	3449	3128	2945	2299	2044	2534
"Nup93"	4991	4030	4142	2298	3121	3594
"Nup98"	897	1050	1240	559	712	1019
"Nupr1"	16	22	5	145	25	45
"Nupr2"	9	1	8	14	12	10
"Nus1"	1047	1311	1241	807	739	1030
"Nusap1"	3235	2163	2319	2039	1994	2973
"Nutf2"	5570	5424	5059	3285	3435	4382
"Nutm1"	0	8	6	0	0	0
"Nutm2"	0	0	0	0	0	0
"Nvl"	1233	963	1216	786	994	1121
"Nwd1"	0	0	0	0	15	0
"Nwd2"	0	0	0	0	0	0
"Nwd2os"	0	0	0	0	0	0
"Nxf1"	3845	3090	2946	2062	1830	2287
"Nxf2"	0	1	3	12	0	6
"Nxf3"	0	0	0	0	0	0
"Nxf7"	0	0	17	2	0	15
"Nxn"	1713	1420	1224	2641	2174	2619
"Nxnl1"	0	3	0	11	2	15
"Nxnl2"	25	12	14	68	39	136
"Nxpe2"	0	0	0	0	0	0
"Nxpe3"	35	39	57	34	42	87
"Nxpe4"	119	128	106	161	89	111
"Nxpe5"	0	0	0	0	0	0
"Nxph1"	0	0	0	0	0	0
"Nxph2"	0	0	2	0	0	0
"Nxph3"	3	13	1	4	10	5
"Nxph4"	1	0	0	5	5	1
"Nxt1"	1576	1577	1140	1056	1135	1485
"Nxt2"	712	505	600	572	458	659
"Nyap1"	39	39	27	108	17	47
"Nyap2"	0	0	0	9	0	0
"Nynrin"	1503	997	1015	3543	3029	2250
"Nyx"	14	0	0	19	2	0
"Oacyl"	36	30	19	116	70	51
"Oaf"	934	996	900	498	774	696
"Oard1"	1250	1393	1160	1125	1004	1331
"Oas1a"	4	2	0	228	179	521
"Oas1b"	0	0	0	41	7	69
"Oas1c"	4	0	30	61	100	42
"Oas1d"	0	0	0	0	0	0
"Oas1e"	0	0	0	0	0	0
"Oas1f"	0	0	0	4	0	0
"Oas1g"	19	4	0	34	58	122
"Oas1h"	0	0	0	0	0	0
"Oas2"	0	0	0	44	7	16
"Oas3"	0	0	0	0	6	0
"Oasl1"	0	2	0	106	59	183
"Oasl2"	218	187	75	1824	721	2081
"Oat"	4211	4205	3567	4204	4746	4799
"Oaz1"	9652	9092	7516	8400	8336	9183
"Oaz1-ps"	113	74	90	87	72	72
"Oaz2"	2436	1995	1815	2501	2112	2500
"Oaz3"	0	0	0	0	0	0
"Obi1"	1389	1053	1078	883	904	1041
"Obox1"	0	0	0	0	0	0
"Obox2"	0	0	0	0	0	0
"Obox3"	0	0	0	0	0	0
"Obox5"	0	0	0	0	0	0
"Obox6"	2	0	0	0	0	0
"Obox7"	0	0	0	0	0	0
"Obp1a"	0	0	0	0	0	0
"Obp1b"	0	0	0	0	0	0
"Obp2a"	0	0	0	0	0	0
"Obp2b"	0	0	0	0	0	0
"Obscn"	7	10	0	0	0	0
"Obsl1"	3858	2286	2174	1725	2332	1978
"Oc90"	0	0	0	0	0	0
"Oca2"	0	0	0	0	0	0
"Ocel1"	9	31	6	119	55	87
"Ociad1"	2565	2488	2478	2616	2253	3259
"Ociad2"	476	275	204	699	645	588
"Ocln"	963	239	330	1813	1370	1379
"Ocm"	0	0	0	0	0	0
"Ocrl"	299	383	447	499	379	466
"Ocstamp"	0	0	0	0	0	0
"Odad1"	13	25	12	11	13	20
"Odad2"	0	0	0	0	0	0
"Odad3"	15	0	16	10	0	5
"Odad4"	4	0	4	7	13	5
"Odam"	0	0	0	0	0	0
"Odaph"	0	0	0	0	0	0
"Odc1"	6416	6038	6568	2477	3293	4603
"Odf1"	0	0	0	0	0	0
"Odf2"	2088	1983	1587	1247	1102	1523
"Odf2l"	174	192	158	162	137	133
"Odf4"	0	0	0	0	0	0
"Odr4"	500	427	532	509	368	564
"Ofcc1"	3	12	0	12	9	0
"Ofd1"	341	350	298	301	220	312
"Oga"	3643	2593	2385	2745	2813	3346
"Ogdh"	3820	3019	3518	3010	3428	3732
"Ogdhl"	856	612	520	556	712	832
"Ogfod1"	142	136	230	138	167	262
"Ogfod2"	305	285	264	342	442	391
"Ogfod3"	589	457	369	436	512	533
"Ogfr"	1888	1374	1522	1836	1323	1945
"Ogfrl1"	754	559	503	1366	948	1097
"Ogg1"	374	278	269	182	178	189
"Ogn"	34	15	11	17	24	20
"Ogt"	2509	2450	2648	2080	2105	2256
"Oip5"	1264	948	1065	649	651	976
"Oip5os1"	358	581	641	592	599	601
"Oit3"	13	8	1	0	7	0
"Ola1"	1981	1951	2056	1238	1322	1776
"Olah"	3	2	1	0	0	3
"Olfm1"	395	326	143	761	722	501
"Olfm2"	7	5	11	48	25	26
"Olfm3"	0	0	0	0	0	0
"Olfm4"	30	47	61	0	30	18
"Olfm5"	0	7	6	42	1	15
"Olfml1"	0	2	3	9	21	0
"Olfml2a"	15	19	19	39	47	68
"Olfml2b"	1	1	14	11	0	8
"Olfml3"	62	47	51	21	34	0
"Olfr1096"	0	0	0	0	0	0
"Olfr1141"	0	0	0	0	0	0
"Olfr1285"	0	0	0	0	0	0
"Olfr192"	0	0	0	0	0	0
"Olfr197"	0	0	0	0	0	0
"Olfr209"	0	0	0	0	0	0
"Olfr421-ps1"	0	0	0	0	0	0
"Olfr765"	0	0	0	0	0	0
"Olfr851"	0	0	0	0	0	0
"Olfr908"	0	0	0	0	0	0
"Olfr936"	0	0	0	0	0	0
"Olig1"	0	0	0	0	0	0
"Olig2"	0	0	0	0	0	0
"Olig3"	0	0	0	0	0	0
"Olr1"	0	0	0	0	0	0
"Oma1"	754	481	623	611	591	391
"Omd"	1	0	2	2	1	1
"Omg"	0	0	0	0	0	0
"Omp"	7	5	1	11	7	9
"Omt2a"	0	0	0	0	0	0
"Omt2b"	0	0	0	0	0	0
"Onecut1"	0	0	0	0	0	0
"Onecut2"	0	0	0	0	0	0
"Onecut3"	0	0	0	0	0	0
"Ooep"	5	1	2	7	0	0
"Oog1"	0	0	0	0	0	0
"Oog2"	0	0	0	0	0	0
"Oog3"	0	0	0	0	0	0
"Oog4"	0	0	0	0	0	0
"Oosp1"	0	0	0	0	0	0
"Oosp2"	0	0	0	0	0	0
"Oosp3"	0	0	0	0	0	0
"Opa1"	1308	1366	1453	1007	859	1090
"Opa3"	1406	1407	1561	905	864	1300
"Opalin"	0	0	0	0	0	0
"Opcml"	834	1219	1056	311	237	387
"Ophn1"	179	179	106	262	224	245
"Oplah"	153	121	76	188	203	192
"Opn1mw"	0	0	0	0	0	0
"Opn1sw"	0	7	9	6	5	6
"Opn3"	167	273	210	191	194	248
"Opn4"	0	1	0	10	1	3
"Opn5"	0	0	0	0	0	0
"Oprd1"	0	7	13	0	22	0
"Oprk1"	0	0	0	0	0	0
"Oprl1"	23	0	0	49	0	10
"Oprm1"	0	0	0	0	0	0
"Optc"	6	4	3	11	26	77
"Optn"	160	160	147	154	62	91
"Or10a2"	0	0	0	0	0	0
"Or10a3"	0	0	0	0	0	0
"Or10a3b"	0	0	0	0	0	0
"Or10a3m"	0	0	0	0	0	0
"Or10a3n"	0	0	0	0	0	0
"Or10a4"	0	0	0	0	0	0
"Or10a48"	0	0	0	0	0	0
"Or10a49"	0	0	0	0	0	0
"Or10a5"	0	0	0	0	0	0
"Or10aa1"	0	0	0	0	0	0
"Or10aa3"	0	0	0	0	0	0
"Or10ab4"	0	0	0	0	0	0
"Or10ab5"	0	0	0	0	0	0
"Or10ac1"	0	0	0	0	0	0
"Or10ad1"	0	0	0	0	0	0
"Or10ad1b"	0	0	0	0	0	0
"Or10ad1c"	0	0	0	0	0	0
"Or10ag2"	0	0	0	0	0	0
"Or10ag52"	0	0	0	0	0	0
"Or10ag53"	0	0	0	0	0	0
"Or10ag54"	0	0	0	0	0	0
"Or10ag56"	0	0	0	0	0	0
"Or10ag57"	0	0	0	0	0	0
"Or10ag58"	0	0	0	0	0	0
"Or10ag59"	0	0	0	0	0	0
"Or10ag60"	0	0	0	0	0	0
"Or10ak11"	0	0	0	0	0	0
"Or10ak12"	0	0	0	0	0	0
"Or10ak13"	0	0	0	0	0	0
"Or10ak14"	0	0	0	0	0	0
"Or10ak16"	0	0	0	0	0	0
"Or10ak7"	0	0	0	0	0	0
"Or10ak8"	0	0	0	0	0	0
"Or10ak9"	0	0	0	0	0	0
"Or10al2"	0	0	0	0	0	0
"Or10al3"	0	0	0	0	0	0
"Or10al4"	0	0	0	0	0	0
"Or10al5"	0	0	0	0	0	0
"Or10al6"	0	0	0	0	0	0
"Or10al7"	0	0	0	0	0	0
"Or10am5"	0	0	0	0	0	0
"Or10b1"	0	0	0	0	0	0
"Or10c1"	0	0	0	0	0	0
"Or10d1"	0	0	0	0	0	0
"Or10d1b"	0	0	0	0	0	0
"Or10d1c"	0	0	0	0	0	0
"Or10d3"	0	0	0	0	0	0
"Or10d4"	0	0	0	0	0	0
"Or10d4b"	0	0	0	0	0	0
"Or10d4c"	0	0	0	0	0	0
"Or10d5"	0	0	0	0	0	0
"Or10d5j"	0	0	0	0	0	0
"Or10g1"	0	0	0	0	0	0
"Or10g1b"	0	0	0	0	0	0
"Or10g3"	0	0	0	0	0	0
"Or10g3b"	0	0	0	0	0	0
"Or10g6"	0	0	0	0	0	0
"Or10g7"	0	0	0	0	0	0
"Or10g9"	0	0	0	0	0	0
"Or10g9b"	0	0	0	0	0	0
"Or10h1"	0	0	0	0	0	0
"Or10h1b"	0	0	0	0	0	0
"Or10h28"	0	0	0	0	0	0
"Or10h5"	0	0	0	0	0	0
"Or10j2"	0	0	0	0	0	0
"Or10j27"	0	0	0	0	0	0
"Or10j3"	0	0	0	0	0	0
"Or10j3b"	0	0	0	0	0	0
"Or10j5"	0	0	0	0	0	0
"Or10j7"	0	0	0	0	0	0
"Or10k2"	0	0	0	0	0	0
"Or10n1"	0	0	0	0	0	0
"Or10p1"	0	0	0	0	0	0
"Or10p21"	0	0	0	0	0	0
"Or10p22"	0	0	0	0	0	0
"Or10q1"	0	0	0	0	0	0
"Or10q12"	0	0	0	0	0	0
"Or10q1b"	0	0	0	0	0	0
"Or10q3"	0	0	0	0	0	0
"Or10s1"	0	0	0	0	0	0
"Or10u3"	0	0	0	0	0	0
"Or10u4"	0	0	0	0	0	0
"Or10v1"	0	1	0	0	0	0
"Or10v5"	0	0	0	0	0	0
"Or10v9"	0	0	0	0	0	0
"Or10w1"	0	0	0	0	0	0
"Or10x1"	0	0	0	0	0	0
"Or10x4"	0	0	0	0	0	0
"Or10z1"	0	0	0	0	0	0
"Or11a4"	0	0	0	0	0	0
"Or11g1"	0	0	0	0	0	0
"Or11g2"	0	0	0	0	0	0
"Or11g24"	0	0	0	0	0	0
"Or11g25"	0	0	0	0	0	0
"Or11g26"	0	0	0	0	0	0
"Or11g27"	0	0	0	0	0	0
"Or11g7"	0	0	0	0	0	0
"Or11h23"	0	0	0	0	0	0
"Or11h4"	0	0	0	0	0	0
"Or11h4b"	0	0	0	0	0	0
"Or11h6"	0	8	0	0	0	0
"Or11h7"	0	0	0	0	0	0
"Or11i1"	0	0	0	0	0	0
"Or11j4"	0	0	0	0	0	0
"Or11l3"	0	0	0	0	0	0
"Or11m3"	0	0	0	0	0	0
"Or11n2"	0	0	0	0	0	0
"Or11q2"	0	0	0	0	0	0
"Or12d12"	0	0	0	0	0	0
"Or12d13"	0	0	0	0	0	0
"Or12d17"	0	0	0	0	0	0
"Or12d2"	0	0	0	0	0	0
"Or12e1"	0	0	0	0	0	0
"Or12e10"	0	0	0	0	0	0
"Or12e13"	0	0	0	0	0	0
"Or12e7"	0	0	0	0	0	0
"Or12e8"	0	0	0	0	0	0
"Or12e9"	0	0	0	0	0	0
"Or12j2"	0	0	0	0	0	0
"Or12j3"	0	0	0	0	0	0
"Or12j4"	0	0	0	0	0	0
"Or12j5"	0	0	0	0	0	0
"Or12k5"	0	0	0	0	0	0
"Or12k7"	0	0	0	0	0	0
"Or12k8"	0	0	0	0	0	0
"Or13a1"	0	0	0	0	0	0
"Or13a17"	0	0	0	0	0	0
"Or13a18"	0	0	0	0	0	0
"Or13a19"	0	0	0	0	0	0
"Or13a20"	0	0	0	0	0	0
"Or13a21"	0	0	0	0	0	0
"Or13a22"	0	0	0	0	0	0
"Or13a24"	0	0	0	0	0	0
"Or13a25"	0	0	0	0	0	0
"Or13a26"	0	0	0	0	0	0
"Or13a27"	0	0	0	0	0	0
"Or13a28"	0	0	0	0	0	0
"Or13ae2"	0	0	0	0	0	0
"Or13c25"	0	0	0	0	0	0
"Or13c3"	0	0	0	0	0	0
"Or13c7"	0	0	0	0	0	0
"Or13c7b"	0	0	0	0	0	0
"Or13c7c"	0	0	0	0	0	0
"Or13c7d"	0	0	0	0	0	0
"Or13c7e-ps1"	0	0	0	0	0	0
"Or13d1"	0	0	0	0	0	0
"Or13e8"	0	0	0	0	0	0
"Or13f5"	0	0	0	0	0	0
"Or13g1"	0	0	0	0	0	0
"Or13j1"	0	0	0	0	0	0
"Or13l2"	0	0	0	0	0	0
"Or13n4"	0	0	0	0	0	0
"Or13p10"	0	0	0	0	0	0
"Or13p3"	0	0	0	0	0	0
"Or13p4"	0	0	0	0	0	0
"Or13p5"	0	0	0	0	0	0
"Or13p8"	0	0	0	0	0	0
"Or14a256"	0	0	0	0	0	0
"Or14a257"	0	0	0	0	0	0
"Or14a258"	0	0	0	0	0	0
"Or14a259"	0	0	0	0	0	0
"Or14a260"	0	0	0	0	0	0
"Or14c39"	0	0	0	0	0	0
"Or14c40"	0	0	0	0	0	0
"Or14c41"	0	0	0	0	0	0
"Or14c43"	0	0	0	0	0	0
"Or14c44"	0	0	0	0	0	0
"Or14c45"	0	0	0	0	0	0
"Or14c46"	0	0	0	0	0	0
"Or14j1"	0	0	0	0	0	0
"Or14j10"	0	0	0	0	0	0
"Or14j2"	0	0	0	0	0	0
"Or14j3"	0	0	0	0	0	0
"Or14j4"	0	0	0	0	0	0
"Or14j5"	0	0	0	0	0	0
"Or14j6"	0	0	0	0	0	0
"Or14j7"	0	0	0	0	0	0
"Or14j8"	0	0	0	0	0	0
"Or14j9"	0	0	0	0	0	0
"Or1a1"	0	0	0	0	0	0
"Or1a1b"	0	0	0	0	0	0
"Or1aa2"	0	0	0	0	0	0
"Or1ab2"	0	0	0	0	0	0
"Or1ad1"	0	0	0	0	0	0
"Or1ad6"	0	0	0	0	0	0
"Or1ad8"	0	0	0	0	0	0
"Or1af1"	0	0	0	0	0	0
"Or1ak2"	0	0	0	0	0	0
"Or1b1"	0	0	0	0	0	0
"Or1d2"	0	0	0	0	0	0
"Or1e1"	0	0	0	0	0	0
"Or1e16"	0	0	0	0	0	0
"Or1e17"	0	0	0	0	0	0
"Or1e19"	0	0	0	0	0	0
"Or1e1c"	0	0	0	0	0	0
"Or1e1f"	0	0	0	0	0	0
"Or1e21"	0	0	0	0	0	0
"Or1e22"	0	0	0	0	0	0
"Or1e23"	0	0	0	0	0	0
"Or1e25"	0	0	0	0	0	0
"Or1e26"	0	0	0	0	0	0
"Or1e29"	0	0	0	0	0	0
"Or1e30"	0	0	0	0	0	0
"Or1e31"	0	0	0	0	0	0
"Or1e32"	0	0	0	0	0	0
"Or1e33"	0	0	0	0	0	0
"Or1e34"	0	0	0	0	0	0
"Or1e35"	0	0	0	0	0	0
"Or1e36-ps1"	0	0	0	0	0	0
"Or1f12"	0	0	0	0	0	0
"Or1f19"	0	0	0	0	0	0
"Or1i2"	0	0	0	0	0	0
"Or1j1"	0	0	0	0	0	0
"Or1j10"	0	0	0	0	0	0
"Or1j11"	0	0	0	0	0	0
"Or1j12"	0	0	0	0	0	0
"Or1j13"	0	0	0	0	0	0
"Or1j14"	0	0	0	0	0	0
"Or1j15"	0	0	0	0	0	0
"Or1j16"	0	0	0	0	0	0
"Or1j17"	0	0	0	0	0	0
"Or1j18"	0	0	0	0	0	0
"Or1j19"	0	0	0	0	0	0
"Or1j20"	0	0	0	0	0	0
"Or1j21"	0	0	0	0	0	0
"Or1j4"	0	0	0	0	0	0
"Or1l4"	0	0	0	0	0	0
"Or1l8"	0	0	0	0	0	0
"Or1m1"	0	0	0	0	0	0
"Or1n1"	0	0	0	0	0	0
"Or1n1b"	0	0	0	0	0	0
"Or1n2"	0	0	0	0	0	0
"Or1o1"	0	0	0	0	0	0
"Or1o11"	0	0	0	0	0	0
"Or1o2"	0	0	0	0	0	0
"Or1o3"	0	0	0	0	0	0
"Or1o4"	0	0	0	0	0	0
"Or1p1"	0	0	0	0	0	0
"Or1p1c"	0	0	0	0	0	0
"Or1q1"	0	0	0	0	0	0
"Or1r1"	0	0	0	0	0	0
"Or1s2"	0	0	0	0	0	0
"Or1x2"	0	0	0	0	0	0
"Or1x6"	0	0	0	0	0	0
"Or2a12"	0	0	0	0	0	0
"Or2a14"	0	0	0	0	0	0
"Or2a20"	0	0	0	0	0	0
"Or2a25"	0	0	0	0	0	0
"Or2a5"	0	0	0	0	0	0
"Or2a51"	0	0	0	0	0	0
"Or2a52"	0	0	0	0	0	0
"Or2a54"	0	0	0	0	0	0
"Or2a56"	0	0	0	0	0	0
"Or2a57"	0	0	0	0	0	0
"Or2a7"	0	0	0	0	0	0
"Or2aa1"	0	0	0	0	0	0
"Or2ab1"	0	0	0	0	0	0
"Or2ad1"	0	0	0	0	0	0
"Or2ag1"	0	0	0	0	0	0
"Or2ag12"	0	0	0	0	0	0
"Or2ag13"	0	0	0	0	0	0
"Or2ag15"	0	0	0	0	0	0
"Or2ag16"	0	0	0	5	0	0
"Or2ag17"	0	0	0	0	0	0
"Or2ag18"	0	0	0	0	0	0
"Or2ag19"	0	0	0	0	0	0
"Or2ag1b"	0	0	0	0	0	0
"Or2ag2"	0	0	0	0	0	0
"Or2ag20"	0	0	0	0	0	0
"Or2ag2b"	0	0	0	0	0	0
"Or2ah1"	0	0	0	0	0	0
"Or2aj4"	0	0	0	0	0	0
"Or2aj5"	0	0	0	0	0	0
"Or2aj6"	0	0	0	0	0	0
"Or2ak4"	0	0	0	0	0	0
"Or2ak5"	0	0	0	0	0	0
"Or2ak6"	0	0	0	0	0	0
"Or2ak7"	0	0	0	0	0	0
"Or2at1"	0	0	0	0	0	0
"Or2at4"	0	0	0	0	0	0
"Or2av9"	0	0	0	0	0	0
"Or2b11"	0	0	0	0	0	0
"Or2b2"	0	0	0	0	0	0
"Or2b28"	0	0	0	0	0	0
"Or2b2b"	0	0	0	0	0	0
"Or2b4"	0	0	0	0	0	0
"Or2b6"	0	0	0	0	0	0
"Or2b7"	0	0	0	0	0	0
"Or2bd2"	0	0	0	4	0	0
"Or2c1"	0	0	0	0	0	0
"Or2d2"	0	0	0	0	0	0
"Or2d2b"	0	0	0	0	0	0
"Or2d3"	0	0	0	0	0	0
"Or2d36"	0	0	0	0	0	0
"Or2d3b"	0	0	0	0	0	0
"Or2d4"	0	0	0	0	0	0
"Or2f1"	0	0	0	0	0	0
"Or2f1b"	0	0	0	0	0	0
"Or2f2"	0	0	0	0	0	0
"Or2g1"	0	0	0	0	0	0
"Or2g25"	0	0	0	0	0	0
"Or2g7"	0	0	0	0	0	0
"Or2h1"	0	0	0	0	0	0
"Or2h15"	0	0	0	0	0	0
"Or2h1b"	0	0	0	0	0	0
"Or2h2"	0	0	0	0	0	0
"Or2h2c"	0	0	0	0	0	0
"Or2i1"	0	0	0	0	0	0
"Or2j3"	0	0	0	0	0	0
"Or2j6"	0	0	0	0	0	0
"Or2k2"	0	0	0	0	0	0
"Or2l13"	0	0	0	0	0	0
"Or2l13b"	0	0	0	0	0	0
"Or2l5"	0	0	0	0	0	0
"Or2m12"	0	0	0	0	0	0
"Or2m13"	0	0	0	0	0	0
"Or2n1"	0	0	0	0	0	0
"Or2n1b"	0	0	0	0	0	0
"Or2n1c"	0	0	0	0	0	0
"Or2n1d"	0	0	0	0	0	0
"Or2n1e"	0	0	0	0	0	0
"Or2o1"	0	0	0	0	0	0
"Or2p2"	0	0	0	0	0	0
"Or2q1"	0	0	0	0	0	0
"Or2r11"	0	0	0	0	0	0
"Or2r2"	0	0	0	0	0	0
"Or2r3"	0	0	0	0	0	0
"Or2t1"	0	0	0	0	1	0
"Or2t26"	0	0	0	0	0	0
"Or2t29"	0	0	0	0	0	0
"Or2t43"	0	0	0	0	0	0
"Or2t44"	0	0	0	0	0	0
"Or2t45"	0	0	0	0	0	0
"Or2t46"	0	0	0	0	0	0
"Or2t47"	0	0	0	0	0	0
"Or2t48"	0	0	0	0	0	0
"Or2t49"	0	0	0	0	0	0
"Or2t6"	0	0	0	0	0	0
"Or2v1"	0	0	0	0	0	0
"Or2v2"	0	0	0	0	0	0
"Or2w1"	0	0	0	0	0	0
"Or2w2"	0	0	0	0	0	0
"Or2w25"	0	0	0	0	0	0
"Or2w3"	0	0	0	0	0	0
"Or2w3b"	0	0	0	0	0	0
"Or2w4"	0	0	0	0	0	0
"Or2w6"	0	0	0	0	0	0
"Or2y1"	0	0	0	0	0	0
"Or2y10"	0	0	0	0	0	0
"Or2y11"	0	0	0	0	0	0
"Or2y12"	0	0	0	0	0	0
"Or2y13"	0	0	0	0	0	0
"Or2y14"	0	0	0	0	0	0
"Or2y15"	0	0	0	0	0	0
"Or2y16"	0	0	0	0	0	0
"Or2y17"	0	0	0	0	0	0
"Or2y1b"	0	0	0	0	0	0
"Or2y1c"	0	0	0	0	0	0
"Or2y1d"	0	0	0	0	0	0
"Or2y1e"	0	0	0	0	0	0
"Or2y1f"	0	0	0	0	0	0
"Or2y1g"	0	0	2	6	0	0
"Or2y3"	0	0	0	0	0	0
"Or2y6"	0	0	0	0	0	0
"Or2y7"	0	0	0	10	12	0
"Or2y8"	0	0	0	0	0	0
"Or2z2"	0	0	0	0	0	0
"Or2z8"	0	0	0	0	0	0
"Or2z9"	0	0	0	0	0	0
"Or3a1"	0	0	0	0	0	0
"Or3a10"	0	0	0	0	0	0
"Or3a1b"	0	0	0	0	0	0
"Or3a1c"	0	0	0	0	0	0
"Or3a1d"	0	0	0	0	0	0
"Or3a4"	0	0	0	0	0	0
"Or4a15"	0	0	0	0	0	0
"Or4a2"	0	0	0	0	0	0
"Or4a27"	0	0	0	0	0	0
"Or4a39"	0	0	0	0	0	0
"Or4a47"	0	0	0	0	0	0
"Or4a66"	0	0	0	0	0	0
"Or4a67"	0	0	0	0	0	0
"Or4a68"	0	0	0	0	0	0
"Or4a69"	0	0	0	0	0	0
"Or4a70"	0	0	0	0	0	0
"Or4a71"	0	0	0	0	0	0
"Or4a72"	0	0	0	0	0	0
"Or4a73"	0	0	0	0	0	0
"Or4a74"	0	0	0	0	0	0
"Or4a75"	0	0	0	0	0	0
"Or4a76"	0	0	0	0	0	0
"Or4a77"	0	0	0	0	0	0
"Or4a78"	0	0	0	0	0	0
"Or4a79"	0	0	0	0	0	0
"Or4a80"	0	0	0	0	0	0
"Or4a81"	0	0	0	0	0	0
"Or4b1"	0	0	0	0	0	0
"Or4b12"	0	0	0	0	0	0
"Or4b13"	0	0	0	0	0	0
"Or4b1b"	0	0	0	0	0	0
"Or4b1c"	0	0	0	0	0	0
"Or4b1d"	0	0	0	0	0	0
"Or4c1"	0	0	0	0	0	0
"Or4c10"	0	0	0	0	0	0
"Or4c100"	0	0	0	0	0	0
"Or4c101"	0	0	0	0	0	0
"Or4c102"	0	0	0	0	0	0
"Or4c103"	0	0	0	0	0	0
"Or4c104"	0	0	0	0	0	0
"Or4c105"	0	0	0	0	0	0
"Or4c106"	0	0	0	0	0	0
"Or4c107"	0	0	0	0	0	0
"Or4c108"	0	0	0	0	0	0
"Or4c109"	0	0	0	0	0	0
"Or4c10b"	0	0	0	0	0	0
"Or4c11"	0	0	0	0	0	0
"Or4c110"	0	0	0	0	0	0
"Or4c111"	0	0	0	0	0	0
"Or4c112"	0	0	0	0	0	0
"Or4c113"	0	0	0	0	0	0
"Or4c114"	0	0	0	0	0	0
"Or4c115"	0	0	0	0	0	0
"Or4c116"	0	0	0	0	0	0
"Or4c117"	0	0	0	0	0	0
"Or4c118"	0	0	0	0	0	0
"Or4c11b"	0	0	0	0	0	0
"Or4c11c"	0	0	0	0	0	0
"Or4c12"	0	0	0	0	0	0
"Or4c120"	0	0	0	0	0	0
"Or4c121"	0	0	0	0	0	0
"Or4c122"	0	0	0	0	0	0
"Or4c123"	0	0	0	0	0	0
"Or4c124"	0	0	0	0	0	0
"Or4c125"	0	0	0	0	0	0
"Or4c126"	0	0	0	0	0	0
"Or4c127"	0	0	0	0	0	0
"Or4c12b"	0	0	0	0	0	0
"Or4c15"	0	0	0	0	0	0
"Or4c15b"	0	0	0	0	0	0
"Or4c29"	0	0	0	0	0	0
"Or4c3"	0	0	0	0	0	0
"Or4c31"	0	0	0	0	0	0
"Or4c35"	0	0	0	0	0	0
"Or4c3d"	0	0	0	0	0	0
"Or4c52"	0	0	0	0	0	0
"Or4c58"	0	0	0	0	0	0
"Or4d1"	0	0	0	0	0	0
"Or4d10"	0	0	0	0	0	0
"Or4d10b"	0	0	0	0	0	0
"Or4d10c"	0	0	0	0	0	0
"Or4d11"	0	0	0	0	0	0
"Or4d2"	0	0	0	0	0	0
"Or4d2b"	0	0	0	0	0	0
"Or4d5"	0	0	0	0	0	0
"Or4d6"	0	0	0	0	0	0
"Or4e1"	0	0	0	0	0	0
"Or4e2"	0	0	0	0	0	0
"Or4e5"	0	0	0	0	0	0
"Or4f14"	0	0	0	0	0	0
"Or4f14b"	0	0	0	0	0	0
"Or4f14d"	0	0	0	0	0	0
"Or4f15"	0	0	0	0	0	0
"Or4f47"	0	0	0	0	0	0
"Or4f4b"	0	0	0	0	0	0
"Or4f52"	0	0	0	0	0	0
"Or4f53"	0	0	0	0	0	0
"Or4f54"	0	0	0	0	0	0
"Or4f56"	0	0	0	0	0	0
"Or4f57"	0	0	0	0	0	0
"Or4f58"	0	0	0	0	0	0
"Or4f59"	0	0	0	0	0	0
"Or4f6"	0	0	0	0	0	0
"Or4f60"	0	0	0	0	0	0
"Or4f61"	0	0	0	0	0	0
"Or4f62"	0	0	0	0	0	0
"Or4f7"	0	0	0	0	0	0
"Or4g16"	0	0	0	0	0	0
"Or4g17"	0	0	0	0	0	0
"Or4g7"	0	0	0	0	0	0
"Or4k1"	0	0	0	0	0	0
"Or4k15"	0	0	0	0	0	0
"Or4k15b"	0	0	0	0	0	0
"Or4k15c"	0	0	0	0	0	0
"Or4k2"	0	0	0	0	0	0
"Or4k35"	0	0	0	0	0	0
"Or4k36"	0	0	0	0	0	0
"Or4k37"	0	0	0	0	0	0
"Or4k38"	0	0	0	0	0	0
"Or4k40"	0	0	0	0	0	0
"Or4k41"	0	0	0	0	0	0
"Or4k42"	0	0	0	0	0	0
"Or4k44"	0	0	0	0	0	0
"Or4k45"	0	0	0	0	0	0
"Or4k47"	0	0	0	0	0	0
"Or4k48"	0	0	0	0	0	0
"Or4k49"	0	0	0	0	0	0
"Or4k5"	0	0	0	0	0	0
"Or4k50-ps1"	0	0	0	0	0	0
"Or4k51"	0	0	0	0	0	0
"Or4k52"	0	0	0	0	0	0
"Or4k6"	0	0	0	0	0	0
